date,title,link
2020-03-27 10:43:42,Coronavirus Is Expediting iPhone Makers' Plans to Move Beyond China,https://finance.yahoo.com/news/coronavirus-expediting-iphone-makers-plans-065032719.html?.tsrc=rss
2020-03-30 08:12:40,Apple supplier Foxconn's profit down 24% in last quarter of 2019,https://finance.yahoo.com/news/apple-supplier-foxconns-profit-down-081240585.html?.tsrc=rss
2020-04-23 20:43:07,Dow Jones Today: Microscopic Gains Under Looming Covid-19 Data,https://finance.yahoo.com/news/dow-jones-today-microscopic-gains-204307206.html?.tsrc=rss
2020-04-24 18:38:37,Strategist details which companies to invest in amid coronavirus,https://finance.yahoo.com/video/expert-details-companies-invest-amid-183837424.html?.tsrc=rss
2020-04-27 17:28:42,Why nobody on Wall Street really cares that Apple is reportedly delaying new iPhone releases,https://finance.yahoo.com/news/nobody-on-wall-street-really-cares-that-apple-is-reportedly-delaying-new-i-phone-releases-172842206.html?.tsrc=rss
2020-04-27 19:28:37,Apple delays mass production of 2020 flagship iPhones: WSJ,https://finance.yahoo.com/video/apple-delays-mass-production-2020-192837024.html?.tsrc=rss
2020-04-28 01:25:11,"Google, Starbucks, AMD earnings: What to know in markets Tuesday",https://finance.yahoo.com/news/google-starbucks-amd-earnings-what-to-know-in-markets-tuesday-012511427.html?.tsrc=rss
2020-05-07 01:56:00,Apple Maintains Lead After Smartwatches Defy Global Sales Slump,https://finance.yahoo.com/news/apple-maintains-lead-smartwatches-defy-015600948.html?.tsrc=rss
2020-05-13 10:49:58,"Apple Encourages Chinese Tech Company To Rival Foxconn, Aims To Foster Competition",https://finance.yahoo.com/news/apple-encourages-chinese-tech-company-104958388.html?.tsrc=rss
2020-05-14 08:56:38,Sony Says It Created World’s First Image Sensor With Built-in AI,https://finance.yahoo.com/news/sony-says-created-world-first-070026239.html?.tsrc=rss
2020-05-18 04:13:45,U.S.-China Fight Over Chip Kingpin Rattles Tech Industry,https://finance.yahoo.com/news/global-chipmaking-kingpin-gets-dragged-010627179.html?.tsrc=rss
2020-05-19 02:22:52,"Sony, Microsoft Strike Deal on Tiny AI Chip With Huge Potential",https://finance.yahoo.com/news/sony-microsoft-strike-deal-tiny-022252306.html?.tsrc=rss
2020-06-10 20:34:34,The Federal Reserve’s actions ‘have been one of the main ingredients of recovery’: Parrish Capital,https://finance.yahoo.com/video/federal-actions-one-main-ingredients-203434175.html?.tsrc=rss
2020-07-03 03:36:51,Taiwan's Foxconn says customs clearing procedures in India have been resolved,https://finance.yahoo.com/news/taiwans-foxconn-says-customs-clearing-033651359.html?.tsrc=rss
2020-07-07 08:23:24,Samsung’s Profit Beat May Precede Slowing Chip Sales Growth,https://finance.yahoo.com/news/samsung-earnings-buoyed-chip-demand-234526640.html?.tsrc=rss
2020-07-15 19:15:48,"To support these valuations, we need to see a 'follow-through' in earnings expectations: Strategist",https://finance.yahoo.com/video/expert-stock-market-rebound-support-191548894.html?.tsrc=rss
2020-07-16 07:17:28,Top China Chipmaker SMIC More than Triples in Shanghai Debut,https://finance.yahoo.com/news/top-china-chipmaker-smic-more-012644190.html
2020-07-17 12:08:11,Apple to Gain a New Chinese iPhone Maker During a Trade War,https://finance.yahoo.com/news/apple-gain-chinese-iphone-maker-120811630.html
2020-07-20 08:30:51,Chinese AirPods Maker Soars on Deal to Assemble iPhone Amid Trade Tensions,https://finance.yahoo.com/news/chinese-airpods-maker-soars-deal-042657171.html
2020-08-03 17:36:45,"US STOCKS-Microsoft, Apple lift Wall St as investors await stimulus",https://finance.yahoo.com/news/us-stocks-microsoft-apple-lift-173645598.html
2020-08-05 08:07:12,"Sharp reports 38% drop in first-quarter operating profit, beats analyst estimates",https://finance.yahoo.com/news/sharp-reports-38-drop-first-080712338.html
2020-08-13 04:49:14,"China’s Days as World’s Factory Are Over, IPhone Maker Says",https://finance.yahoo.com/news/hon-hai-beats-profit-estimates-060452592.html
2020-08-18 09:58:39,IPhone Supplier Catcher to Sell China Units for $1.4 Billion,https://finance.yahoo.com/news/iphone-supplier-catcher-sell-china-095839789.html
2020-08-24 03:02:29,"Apple Korea, under antitrust probe, proposes $84 mln to support small businesses",https://finance.yahoo.com/news/apple-korea-under-antitrust-probe-030229770.html?.tsrc=rss
2020-08-24 08:55:39,Tencent Gains $37 Billion After U.S. Reassures on WeChat Ban,https://finance.yahoo.com/news/tencent-gains-26-billion-u-023038500.html?.tsrc=rss
2020-09-02 13:43:00,Apple Loses Relief Motion in Patent Case Against VirnetX,https://finance.yahoo.com/m/1479835e-8974-3b0b-bbb6-d2b4e2dfa4ed/apple-loses-relief-motion-in.html
2020-09-02 14:29:00,VirnetX Beats Apple Again in Decade-Old Patent Lawsuit,https://finance.yahoo.com/news/virnetx-beats-apple-again-decade-142900358.html
2020-09-04 10:00:00,Billionaire investor Mario Gabelli: My taxes ‘should’ go up,https://finance.yahoo.com/video/billionaire-investor-mario-gabelli-taxes-100000280.html
2020-09-09 18:50:27,7 Undervalued Stocks to Buy Before They’re Blasting Off Again,https://finance.yahoo.com/news/7-undervalued-stocks-buy-blasting-185027931.html
2020-09-14 11:12:18,iPhone Makers Among Winners in $6.6 Billion India Plan,https://finance.yahoo.com/news/iphone-makers-said-among-winners-024451354.html
2020-09-16 19:29:28,"GLOBAL MARKETS-Shares gain, dollar firm as Fed sticks to agenda of near-zero rates",https://finance.yahoo.com/news/global-markets-shares-gain-dollar-192928919.html?.tsrc=rss
2020-09-17 12:00:41,Peloton's major rival Tonal just raised $110 million from athletes like Stephen Curry,https://finance.yahoo.com/news/pelotons-rival-tonal-raised-110-million-from-atheletes-like-stephen-curry-120041855.html?.tsrc=rss
2020-10-06 15:30:21,iPhone Makers Win Nod for $143 Billion India Manufacturing Plan,https://finance.yahoo.com/news/iphone-makers-win-nod-143-153021662.html?.tsrc=rss
2020-10-08 09:53:11,TSMC Leads Chipmakers’ Sales Surge Ahead of New iPhones,https://finance.yahoo.com/news/tsmc-third-quarter-sales-surge-055258718.html?.tsrc=rss
2020-10-12 11:52:03,"Dow Jones Futures Up, Tech Futures Signal Strong Stock Market Rally Despite Stimulus Talks At 'Impasse'; Apple iPhone, Amazon Prime Day On Tap",https://finance.yahoo.com/m/87570291-0116-3c66-958f-a171dda457bf/dow-jones-futures-up%2C-tech.html
2020-10-13 17:21:00,Stocks Mixed But This Dow Jones Stock Rises; Two Chip Stocks Break Out,https://finance.yahoo.com/m/716e6389-b367-3b66-a3cd-d04dc1a66867/stocks-mixed-but-this-dow.html
2020-10-21 21:00:00,Apple’s Shifting Supply Chain Creates Boomtowns in Rural Vietnam,https://finance.yahoo.com/news/apple-shifting-supply-chain-creates-210000612.html
2020-10-27 07:55:20,"Apple Plans Smaller AirPods Pro, Revamped Entry-Level Model",https://finance.yahoo.com/news/apple-developing-smaller-airpods-pro-100000090.html
2020-10-28 01:03:55,AMD’s $35 Billion Deal Pushes 2020 Toward a Record for Chip M&amp;A,https://finance.yahoo.com/news/amd-35-billion-deal-pushes-010355468.html?.tsrc=rss
2020-11-03 01:17:24,Apple to Launch MacBooks With Own Chips Next Week,https://finance.yahoo.com/news/apple-hold-nov-10-event-172822723.html
2020-11-09 06:00:25,Apple Puts iPhone Maker Pegatron On Probation Over Labor Violations,https://finance.yahoo.com/news/apple-puts-iphone-maker-pegatron-060025843.html
2020-11-13 22:45:31,Muhlenkamp &amp; Co.'s Top 4 Trades of the 3rd Quarter,https://finance.yahoo.com/news/muhlenkamp-co-top-4-trades-224531161.html?.tsrc=rss
2020-11-25 06:30:00,South Korea Unveils AI Chip to Maintain Semiconductor Leadership,https://finance.yahoo.com/news/south-korea-unveils-ai-chip-063000516.html?.tsrc=rss
2020-12-07 16:43:30,"Bob Dylan's Latest Tune Is ‘Hey, Mr. Cash Machine Man’",https://finance.yahoo.com/news/bob-dylans-latest-tune-hey-164330832.html?.tsrc=rss
2020-12-14 02:10:16,"Apple Probes iPhone Supplier After Worker Protests Over Wages, Working Hours Turn Violent In India",https://finance.yahoo.com/news/iphone-factory-vandalized-workers-india-021016263.html?.tsrc=rss
2020-12-15 04:28:31,Apple Supplier's iPhone Factory Suffers $7M In Damages During Violent Worker Protests,https://finance.yahoo.com/news/apple-suppliers-iphone-factory-suffers-042831828.html?.tsrc=rss
2020-12-15 15:04:15,"Dow Jones Rebounds, Stocks Climb On Stimulus Compromise; Baidu Looks Into EVs, Apple Boosts iPhone Output",https://finance.yahoo.com/m/e1db873b-4c24-3592-a15a-77fdb9c2862e/dow-jones-rebounds%2C-stocks.html
2020-12-16 03:14:11,Japan shares rise on Wall Street gains; Apple suppliers shine,https://finance.yahoo.com/news/japan-shares-rise-wall-street-031411321.html
2020-12-16 06:53:43,Nikkei ends higher on Wall Street cues; Apple-related shares gain,https://finance.yahoo.com/news/nikkei-ends-higher-wall-street-065343428.html
2020-12-17 12:09:59,Indian trade union slams govt for failing to address worker woes after Wistron violence,https://finance.yahoo.com/news/indian-trade-union-slams-govt-120959187.html
2020-12-21 02:53:05,iPhone Maker Slides After Riot Spurs Apple to Suspend Business,https://finance.yahoo.com/news/iphone-maker-slides-riot-spurs-025305351.html?.tsrc=rss
2020-12-23 11:00:20,Apple's $549 AirPods Max Headphones Offer Big Sound and Bugs: Review,https://finance.yahoo.com/news/apples-549-airpods-max-headphones-110020043.html
2020-12-28 21:05:37,"Apple Stock, CMG, PYPL Among Top Tech Stocks, Retailers To Watch",https://finance.yahoo.com/m/c1a10da3-1a9b-3560-a079-574fc20e68bb/apple-stock%2C-cmg%2C-pypl-among.html?.tsrc=rss
2020-12-30 16:48:00,‘We’re envisioning a world where there’s an AI that you trust’: LivePerson CEO,https://finance.yahoo.com/video/envisioning-world-where-ai-trust-164800024.html?.tsrc=rss
2021-01-05 14:00:00,iPhone Supply Chain Sends Bullish Signal on 5G After Tepid Start,https://finance.yahoo.com/news/iphone-supply-chain-sends-bullish-140000006.html?.tsrc=rss
2021-01-05 21:27:33,Dow Jones Gains 168 Points Amid Georgia Senate Vote; These 4 Stocks Break Out,https://finance.yahoo.com/m/ead89ce9-5ce3-3783-9a62-b4e9e5e24d70/dow-jones-gains-168-points.html?.tsrc=rss
2021-01-08 03:21:50,China’s Baidu Teams With Geely on Electric Cars,https://finance.yahoo.com/news/china-baidu-teams-geely-electric-032150096.html?.tsrc=rss
2021-01-08 05:41:36,Apple Supplier TSMC’s Quarterly Revenue Hits Record on Strong iPhone Demand,https://finance.yahoo.com/news/apple-supplier-tsmc-quarterly-revenue-054136718.html?.tsrc=rss
2021-01-08 09:09:48,Hyundai Walks Back Confirmation It’s in Talks Over Apple Car,https://finance.yahoo.com/news/hyundai-walks-back-linking-apple-045821609.html?.tsrc=rss
2021-01-12 09:45:11,Missing Chips Snarl Car Production at Factories Worldwide,https://finance.yahoo.com/news/missing-chips-snarl-car-production-104929242.html?.tsrc=rss
2021-01-13 02:50:09,TSMC Profit Surge Cements Kingpin Role in Global Chip Crunch,https://finance.yahoo.com/news/tsmc-surging-profit-cements-kingpin-041420774.html?.tsrc=rss
2021-01-13 10:00:00,Media should ‘stop giving Trump a platform’: Billionaire media mogul,https://finance.yahoo.com/video/media-stop-giving-trump-platform-100000706.html?.tsrc=rss
2021-01-14 11:00:00,Influencers with Andy Serwer: Haim Saban,https://finance.yahoo.com/video/influencers-andy-serwer-haim-saban-110000035.html
2021-01-15 01:30:03,TSMC’s $28 Billion Spending Blitz Ignites a Global Chip Rally,https://finance.yahoo.com/news/tsmc-spend-28-billion-2021-064820722.html
2021-01-15 04:25:17,Chipmaking Tool Supplier Expects Demand Boom to Last Years,https://finance.yahoo.com/news/chipmaking-tool-supplier-expects-demand-042517456.html
2021-01-15 20:02:38,"Going on a Tear Once Again, Tread Carefully With Canoo Stock",https://finance.yahoo.com/news/going-tear-once-again-tread-200238687.html?.tsrc=rss
2021-01-16 14:21:06,Haim Saban explains why the Fox-Disney merger ‘stumped’ him,https://finance.yahoo.com/video/haim-saban-explains-why-fox-142106581.html?.tsrc=rss
